Auction ID,Auction Title,Fund,Auction Fee Total
80436,PC Accessories,Enterprise,$13.11 
80437,Dell Laptop,General Fund,$10.81 
80438,Dell Laptop,General Fund,$15.64 
80439,Dell Laptop,General Fund,$10.81 
80440,Dell Laptop,General Fund,$35.65 
80442,Dell Laptop,General Fund,$14.26 
80443,Dell Laptop,General Fund,$14.26 
80444,Dell Laptop,General Fund,$11.73 
80445,Dell Laptop,General Fund,$33.35 
80446,Dell Laptop,General Fund,$10.87 
80448,Dell Laptop,General Fund,$6.21 
80449,Dell Laptop,General Fund,$12.52 
80450,Fujitsu Life Book,General Fund,$1.38 
80451,Metal Credenza,Enterprise,$4.37 
80452,Dell 17" Flat Screen Monitor,General Fund,$0.92 
80454,Landau File Cabinet,General Fund,$5.75 
80455,Frigidaire Washer/Dryer Combo,Enterprise,$2.76 
80456,70 Kid Size Chairs,Enterprise,$66.93 
80457,Dell 17" Flat Screen Monitor,General Fund,$2.99 
80458,1995 Dodge Ram 1500,Enterprise,$201.48 
80459,2000 Pontiac Grand Prix,Enterprise,$99.13 
80460,1993 Ford Ranger,Enterprise,$210.45 
80461,1996 Jeep Grand Cherokee,Enterprise,$127.65 
80462,1995 Lexus LS400,Enterprise,$141.45 
80463,1995 Mazda Miata Convertible,Enterprise,$247.25 
80464,2010 Nissan Altima,Enterprise,|$2,898.00 |
80465,Snapper 21" Self-Propelled Mower,General Fund,$11.96 
80466,Snapper 21" Self-Propelled Mower,General Fund,$11.04 
80467,Poulan Chainsaw,General Fund,$18.63 
80468,HP Laser Jet 4100n,General Fund,$6.90 
80469,Sony Cybershot Digital Camera,General Fund,$10.81 
80470,Sony Digital Camera,General Fund,$9.20 
80472,3 Dell Docking Stations,General Fund,$3.68 
80473,Small CPU Desk,General Fund,$0.23 
80474,Metal Folding Chair,General Fund,$0.46 
80475,Micro Centre CPU Desk,General Fund,$0.23 
80476,Assorted Belts,General Fund,$4.14 
80477,HP Color Laser Jet 3500,General Fund,$26.45 
80478,3 Boxes of Door Hinges,General Fund,$10.98 
80479,2 Rugs,General Fund,$4.60 
80480,Rug,General Fund,$3.91 
80481,Table,General Fund,$2.65 
80482,Table,General Fund,$2.19 
80483,Panasonic 20" Television,General Fund,$0.23 
80484,Zenith 19" Television,General Fund,$0.23 
80485,Home Office,General Fund,$4.83 
80486,Dell Server,General Fund,$11.96 
80487,Dell Server,General Fund,$0.23 
80488,Dell Server,General Fund,$0.23 
80489,Dell Server,General Fund,$0.23 
80490,2 Pair of Rubber Boots,Enterprise,$3.91 
80491,3 Racks,Enterprise,$5.06 
80492,Floor Cleaner,Enterprise,$63.25 
80493,Vacuum,Enterprise,$0.92 
80494,Vacuum,Enterprise,$9.66 
80495,Vacuum,Enterprise,$9.44 
80496,Cart,Enterprise,$2.76 
80497,Cart,Enterprise,$3.57 
80498,Cart,Enterprise,$3.45 
80499,Cart,Enterprise,$29.90 
80500,Cart,Enterprise,$23.69 
80501,2 Carts w/Trash Cans,Enterprise,$31.42 
80502,Desk & Chair,Enterprise,$9.89 
80503,Desk & Chair,Enterprise,$0.77 
80504,40 Chairs,Enterprise,$178.25 
80505,Paint,Enterprise,$3.68 
80506,23 Tables,Enterprise,$59.57 
80507,26 Tables,Enterprise,$23.69 
80508,1 Lot of Tables,Enterprise,$90.85 
80509,Shelf,Enterprise,$28.87 
80510,Cabinet,Enterprise,$3.57 
80511,Cabinet,Enterprise,$9.66 
80512,Table Dolly,Enterprise,$2.76 
80513,Push Dolly,Enterprise,$6.80 
80514,Push Dolly,Enterprise,$2.67 
80515,Dolly,Enterprise,$5.75 
80516,Tables & Cart,Enterprise,$48.19 
80517,2 Maps,Enterprise,$19.09 
80518,Dell 17" Flat Screen Monitor,Enterprise,$0.77 
80519,Dell Laptop,General Fund,$26.68 
80521,2 Dell Docking Stands,General Fund,$2.02 
80522,Everett Upright Piano,General Fund,$21.85 
80523,Art Table,General Fund,$0.69 
80524,Art Table,General Fund,$1.38 
80525,Art Table,General Fund,$1.38 
80526,Art Table,General Fund,$1.38 
80527,Kid's Play Sink Counter,General Fund,$0.92 
80528,Desk,General Fund,$6.90 
80529,Office Supplies,General Fund,$3.68 
80530,2 Panasonic 27" TV/VCR Combos,General Fund,$1.73 
80531,Book Case,General Fund,$2.65 
80532,File Cabinet,General Fund,$5.29 
80534,"All-Steel" Storage Cabinet,General Fund,$7.46 
80535,6 Printers & 2 Fax Machines,General Fund,$2.99 
80536,Assorted Radios,Enterprise,$112.93 
80537,3-Ring Binders,General Fund,$3.68 
80538,7 Typewriter Ribbons,General Fund,$0.23 
80539,3 Dell PC's,General Fund,$6.21 
80540,4 Sanyo 14" Video Monitors,General Fund,$0.23 
80541,Office Supplies,Enterprise,$9.43 
80542,Ballot Box,Enterprise,$3.15 
80543,HP Color Laser Jet 2600n,Enterprise,$7.36 
80544,Ricoh Aticio 480w Printer,Enterprise,$53.76 
80545,8 Dell Optiplex 780 PC's,General Fund,$112.70 
80546,2 Dell Laptops,General Fund,$41.40 
80547,Dell 17" Flat Screen Monitor,General Fund,$3.22 
80548,Book Case,General Fund,$2.84 
80549,2 File Cabinets,General Fund,$10.12 
80550,Shelf,Enterprise,$6.98 
80551,Shelf,Enterprise,$2.30 
80552,Louis Vuitton Purse & Wallet,Enterprise,$131.10 
80553,Southbend Steamer,Enterprise,$8.51 
80554,Southbend 2-Burner Gas Range,Enterprise,$6.90 
80555,Nelson Ice Cream Box,Enterprise,$11.50 
80556,Hobart 60 qt. Mixer,Enterprise,$355.81 
80557,Cart,Enterprise,$4.14 
80558,Cart,Enterprise,$17.48 
80559,Victory Refrigerator,Enterprise,$21.39 
80560,Oven,Enterprise,$9.43 
80561,Tray Rack,Enterprise,$2.53 
80562,Assorted Kitchen Items,Enterprise,$51.05 
80563,Assorted Kitchen Items,Enterprise,$22.54 
80564,2 Wear-Ever Bins,Enterprise,$17.94 
80565,Bakers Table,Enterprise,$80.34 
80566,"Edward Don" Table,Enterprise,$11.73 
80567,Table,Enterprise,$19.55 
80568,Table,Enterprise,$20.47 
80569,Table,Enterprise,$24.61 
80570,Table,Enterprise,$28.06 
80571,Small Table,Enterprise,$14.72 
80572,Alpha Smart Keyboard Cart,Enterprise,$2.53 
80573,Alpha Smart Keyboard Cart,Enterprise,$2.07 
80574,Alpha Smart Keyboard Cart,Enterprise,$1.84 
80575,AV Cart,Enterprise,$4.06 
80576,RCA 27" Television,Enterprise,$1.04 
80577,Toshiba 27" Television,Enterprise,$3.22 
80578,Southbend 2-Burner Gas Range,Enterprise,$2.44 
80579,1 Lot of Stage Decking,General Fund,|$1,189.03 |
80580,Dell Laptop,General Fund,$15.64 
80581,Dell Laptop,General Fund,$18.40 
80582,Dell Laptop,General Fund,$18.63 
80583,Dell Laptop,General Fund,$20.70 
80584,Dell Server,General Fund,$9.66 
80585,Dell Server,General Fund,$4.60 
80586,31 Dell Computers,General Fund,$194.39 
80587,30 Dell Computers,General Fund,$164.45 
80588,15 Dell Computers,General Fund,$142.72 
80589,15 Dell Computers,General Fund,$105.80 
80590,15 Dell Computers,General Fund,$114.66 
80591,15 Dell Computers,General Fund,$126.50 
80592,Dell Computer,General Fund,$11.96 
80593,Dell Computer,General Fund,$13.11 
80594,Dell Computer,General Fund,$12.42 
80595,Dell Computer,General Fund,$11.75 
80596,Dell Computer,General Fund,$12.68 
80597,Dell Computer,General Fund,$14.95 
80598,1 Box of Dell Server Rails & Power Cords,General Fund,$0.23 
80599,Safe,Enterprise,$1.84 
80600,2 Popcorn Warmers,Enterprise,$23.39 
80601,2 Popcorn Warmers,Enterprise,$34.50 
80602,2 Popcorn Warmers,Enterprise,$22.83 
80603,Wilbur Curtis Hot Chocolate Machine,Enterprise,$2.30 
80604,Wilbur Curtis Hot Chocolate Machine,Enterprise,$5.75 
80605,5 Cash Drawers,Enterprise,$4.08 
80606,2 Wooden Shelves,General Fund,$7.36 
80607,Metal 8-Unit Locker,General Fund,$15.64 
80608,18 Carts w/Wooden Dance Floor Sections,Enterprise,|$1,065.36 |
80609,Bosch 18v Drill,Enterprise,$1.38 
80610,2005 Chevrolet 1500,Enterprise,$846.63 
80611,2005 Dodge Stratus,Enterprise,$281.75 
80612,2003 Bobcat Zero Turn Mower,Enterprise,$258.75 
80613,2004 Bobcat Zero Turn Mower,Enterprise,$308.20 
80614,2003 Bobcat Zero Turn Mower,Enterprise,$187.45 
80615,1988 Massey Ferguson Turf Tractor,Enterprise,$594.78 
80616,15 Dell Computers,General Fund,$119.72 
80617,13 Dell Computers,General Fund,$130.29 
80618,30 Dell Computers,General Fund,$203.55 
80619,30 Dell Computers,General Fund,$167.10 
80620,Dell Laptop,General Fund,$11.50 
80621,Dell Laptop w/Bag,General Fund,$12.51 
80622,Dell Laptop w/Bag,General Fund,$13.11 
80623,Dell Laptop,General Fund,$14.72 
80624,Dell Laptop,General Fund,$13.11 
80625,Dell Laptop w/Bag,General Fund,$13.80 
80626,Dell Laptop w/Bag,General Fund,$14.95 
80627,Dell Laptop w/Bag,General Fund,$12.65 
80628,Dell Laptop w/Bag,General Fund,$35.65 
80629,Dell Laptop w/Bag,General Fund,$29.93 
80630,3 Communication Racks,General Fund,$12.08 
80631,HP Plotter,Enterprise,$17.94 
80632,HP Plotter,Enterprise,$23.00 
80633,Transmission Core,Enterprise,$47.15 
80635,3 File Cabinets,General Fund,$16.10 
80636,5 Chairs,General Fund,$2.70 
80637,Phone Equipment,General Fund,$27.60 
80638,5 Belt Buckles,Enterprise,$26.45 
80639,3 Watches,Enterprise,$9.43 
80640,Men's Black Diamond Ring,Enterprise,$300.15 
80641,10kt White Gold Bead Chain,Enterprise,$105.80 
80643,NuCool Refrigerator,General Fund,$5.75 
80644,7 Catalytic Converter Cores,Enterprise,$60.49 
80645,3 Belt Buckles,Enterprise,$6.46 
80646,3 Watches,Enterprise,$23.00 
80647,'Mr.Peanut' Diamond Pendant,Enterprise,$191.13 
80648,7 Catalytic Converter Cores,Enterprise,$88.55 
80650,Assorted Cores,Enterprise,$7.24 
80652,Radio Equipment,Enterprise,$35.65 
80654,Paint Sprayer & Stand,Enterprise,$19.28 
80655,Metal 6 ft. Ladder,General Fund,$10.81 
80656,48 Dell PC's,General Fund,$172.84 
80657,30 Dell PC's,General Fund,$140.30 
80658,30 Dell PC's,General Fund,$164.56 
80659,37 Dell PC's,General Fund,$179.40 
80660,Fahrenheat Heater,Enterprise,$5.29 
80661,Tel-Kee Key Cabinet,Enterprise,$3.80 
80662,7 Data Logging Modules,Enterprise,$0.98 
80663,DeWalt 14.4 Volt Cordless Drill,General Fund,$0.46 
80664,DeWalt 14.4 Volt Cordless Drill,General Fund,$7.01 
80665,Panasonic Camcorder,General Fund,$10.35 
80666,7 Dell Flat Screen Monitors,General Fund,$9.66 
80667,Dell Laptop Bag,General Fund,$1.38 
80668,Body Craft Gym Set,Enterprise,$17.25 
80669,4 Fujitsu Life Book Laptops,General Fund,$23.69 
80670,Dell Laptop,General Fund,$10.24 
80671,Dell Laptop,General Fund,$10.24 
80672,Dell Laptop,General Fund,$42.55 
80673,Dell Laptop,General Fund,$12.07 
80674,Dell Laptop,General Fund,$12.07 
80675,Dell Laptop,General Fund,$12.07 
80676,HP Laser Jet,General Fund,$9.66 
80677,6 Dell Flat Screen Monitors,General Fund,$18.17 
80678,6 Dell PC's,General Fund,$49.11 
80679,2 Dell Optiplex GX620 PC's,General Fund,$9.66 
80680,Dell 17" Flat Screen Monitor,General Fund,$5.29 
80681,Dell 17" Flat Screen Monitor,General Fund,$4.08 
80682,23 Card File Bins,General Fund,$14.26 
80683,Philips 25" Television,General Fund,$0.23 
80684,Assorted Books,General Fund,$0.46 
80685,Assorted Books,General Fund,$11.08 
80686,Assorted Books,General Fund,$11.54 
80687,2 Boxes of Assorted Toner,General Fund,$0.23 
80695,Wireless Accessories Cell Phone Cases,Enterprise,$4.60 
80696,Wireless Accessories Cell Phone Car Chargers,Enterprise,$3.56 
80699,CAVS DVD Player,Enterprise,$2.77 
80700,Eagle Eyes DVR,Enterprise,$15.64 
80701,Compaq Keyboard,Enterprise,$0.23 
80702,Cell Phone Cases,Enterprise,$1.43 
80703,Verifone Credit Card Machine,Enterprise,$1.84 
80704,Verifone Credit Card Machine,Enterprise,$2.01 
80705,First Data Credit Card Machine,Enterprise,$2.53 
80706,First Data Credit Card Machine,Enterprise,$2.53 
80707,T-Mobile G1 Gel Skin & Car Charger Kits,Enterprise,$5.52 
80708,T-Mobile G1 Gel Skin & Car Charger Kits,Enterprise,$5.52 
80709,T-Mobile G1 Gel Skin & Car Charger Kits,Enterprise,$4.60 
80710,Dell 17" Flat Screen Monitor,Enterprise,$3.45 
80711,View Sonic 17" Flat Screen Monitor,Enterprise,$0.46 
80712,2 HP Keyboards,Enterprise,$0.46 
80714,3 Cube Hands-Free Headsets,Enterprise,$3.45 
80715,Cell Phone Cases,Enterprise,$5.52 
80717,Cell Phone Car Chargers,Enterprise,$4.60 
80718,Challenge 420 Paper Cutter,Enterprise,$235.98 
80719,Hamada Printing Press,Enterprise,$166.75 
80720,Bourg Collator,Enterprise,$187.45 
80721,Magnum Platemaker 283,Enterprise,$23.69 
80722,Awning,Enterprise,$51.75 
80723,100 Student Desks,Enterprise,$54.97 
80724,Cooler,Enterprise,$40.48 
80725,Cooler,Enterprise,$41.86 
80726,Cabinet w/Napkin Holder,Enterprise,$0.69 
80727,File Cabinet,General Fund,$2.53 
80728,3 Stands,Enterprise,$2.19 
80729,Sign Letters,Enterprise,$10.81 
80730,Pallet Jack,Enterprise,$9.43 
80731,Pallet Jack,Enterprise,$11.96 
80732,4 Boxes of Coin Holders,General Fund,$4.83 
80733,2 Chairs,General Fund,$7.36 
80734,Table,General Fund,$17.25 
80735,Chair,General Fund,$1.38 
80736,Compact Refrigerator,General Fund,$6.67 
80737,Office Supplies,General Fund,$2.53 
80738,2 Fingerprint Briefcases & Equipment,General Fund,$5.57 
80739,Pentax Camera w/Extra Lenses & Tripod,General Fund,$66.24 
80740,3 Nikon Cameras w/Accessories,General Fund,$63.02 
80741,4 Digiroller Plus Units,General Fund,$25.76 
80742,Law Books,General Fund,$4.82 
80743,Server Parts,General Fund,$2.70 
80744,1998 International School Bus,Enterprise,$616.87 
80745,Office Supplies,General Fund,$12.42 
80746,Dell Laptop,General Fund,$12.65 
80747,Dell Laptop,General Fund,$13.17 
80748,Dell Laptop,General Fund,$10.81 
80749,Sunglasses,Enterprise,$8.51 
80750,Dell Laptop,General Fund,$9.66 
80752,Sunglasses,Enterprise,$12.77 
80753,Sunglasses,Enterprise,$7.36 
80754,Sunglasses,Enterprise,$8.51 
80755,Sunglasses,Enterprise,$41.40 
80757,Sunglasses,Enterprise,$11.50 
80758,Dell Laptop,General Fund,$8.51 
80759,Dell Laptop,General Fund,$12.36 
80760,1999 Bluebird School Bus,Enterprise,$667.00 
80761,Dell Laptop,General Fund,$11.50 
80762,Dell Laptop,General Fund,$12.42 
80763,Dell Laptop,General Fund,$12.60 
80764,Dell Laptop,General Fund,$13.11 
80765,1999 Bluebird School Bus,Enterprise,$759.00 
80766,Dell Laptop,General Fund,$18.32 
80767,Sunglasses,Enterprise,$11.27 
80768,Sunglasses,Enterprise,$19.09 
80769,1998 International School Bus,Enterprise,$495.19 
80770,1998 International School Bus,Enterprise,$661.25 
80771,1999 Bluebird School Bus,Enterprise,$810.75 
80772,1998 International School Bus,Enterprise,$674.36 
80773,1998 International School Bus,Enterprise,$616.86 
80774,1998 International School Bus,Enterprise,$626.75 
80775,Dell Laptop,General Fund,$4.60 
80776,Dell Laptop,General Fund,$5.06 
80777,Dell Laptop,General Fund,$3.68 
80778,Dell Laptop,General Fund,$3.22 
80779,Dell Laptop,General Fund,$3.91 
80780,Telephones,General Fund,$7.65 
80782,Arctic Air Freezer,General Fund,$9.66 
80783,Arctic Air Freezer,General Fund,$9.66 
80784,Lane Office Chair,General Fund,$1.38 
80785,Sirchie Vacuum Chamber,General Fund,$11.93 
80786,"All-Steel" Locker,General Fund,$7.59 
80787,Computer Station,General Fund,$4.60 
80788,Computer Station,General Fund,$2.53 
80789,Tornado Floor Machine,Enterprise,$26.68 
80790,2 Shelves,General Fund,$10.12 
80791,2 Shelves,General Fund,$7.59 
80792,2 Shelves,General Fund,$9.43 
80793,Shelf,General Fund,$2.99 
80794,Shelf,General Fund,$2.53 
80795,Shelf,General Fund,$2.30 
80796,Shelf,General Fund,$2.99 
80797,Computer Station,General Fund,$2.57 
80798,Computer Station,General Fund,$4.60 
80799,Dell Laptop,General Fund,$1.38 
80800,2 Dell Laptops,General Fund,$17.17 
80801,Dell Laptop,General Fund,$10.81 
80802,6 Dell PC's,General Fund,$4.60 
80803,Child Size Rocking Chair,Enterprise,$8.05 
80804,Child Size Rocking Chair,Enterprise,$8.18 
80805,Dell 19" Flat Screen Monitor,General Fund,$6.21 
80806,Dell 17" Flat Screen Monitor,General Fund,$4.37 
80807,13 Paper Trays,General Fund,$0.23 
80808,Metal Credenza,Enterprise,$5.29 
80809,Anets Grease Filter,Enterprise,$12.19 
80810,Hobart Meat Slice w/Work Table,Enterprise,$182.16 
80812,All Steel File Cabinet,General Fund,$5.29 
80813,Browne-Morse Desk,General Fund,$7.16 
80814,Tennsco Storage Cabinet,General Fund,$10.35 
80815,Chesapeake Mail Cabinet,General Fund,$6.21 
80817,Metal Credenza,General Fund,$8.05 
80818,3 "Fold-A-Fume" Processing Tanks,General Fund,$1.38 
80819,3 U.S.S. Tripods,General Fund,$4.83 
80820,Tennsco Card Filing Cabinet,General Fund,$19.55 
80821,Hillside Storage Cabinet,General Fund,$7.36 
80823,Alco-Lite Aluminum Ladder,General Fund,$10.57 
80824,Desk,General Fund,$9.89 
80825,2012 Chevrolet Impala,Enterprise,$287.50 
80826,Blodgett Oven,Enterprise,$79.81 
80827,Beverage Air Milk Cooler,Enterprise,$16.95 
80828,Hobart 60 qt Mixer,Enterprise,$409.86 
80829,South Bend Double Oven,Enterprise,$71.53 
80830,Cres-Cor Warmer,Enterprise,$29.90 
80831,Cres-Cor Warmer,Enterprise,$29.90 
80832,'True' Milk Cooler,Enterprise,$23.69 
80833,2000 Chevrolet Astro Van,Enterprise,$644.00 
80834,2007 Honda Accord,Enterprise,|$1,700.16 |
80835,1996 Nissan Maxima,Enterprise,$225.03 
80836,1992 Ford Crown Victoria,Enterprise,$133.40 
80837,2008 Nissan Altima,Enterprise,|$1,305.25 |
80839,1998 Toyota Corolla,Enterprise,$322.00 
80840,1995 BMW 525i,Enterprise,$234.60 
80841,1999 Pontiac Bonneville,Enterprise,$82.80 
80842,1 Lot Of T-Mobile G1 GelSkin & Car Charger Combo Kits,Enterprise,$2.53 
80843,1 Lot of Cube Cellphone Chargers,Enterprise,$2.76 
80844,1 Lot of "Cell Glove" Cellphone Cases,Enterprise,$2.30 
80845,1 Lot of Cellphone Cases,Enterprise,$4.60 
80849,13 "MSI" Flood Light Bulbs,Enterprise,$6.55 
80852,4 "Huawei" FM Auto Scan Radios,Enterprise,$1.61 
80853,Guard Security Padlock,Enterprise,$0.68 
80856,IT Rack,General Fund,$4.63 
80857,Quincy Air Compressor,General Fund,$94.30 
80858,Clarke Floor Machine,General Fund,$63.22 
80859,File Cabinet,General Fund,$3.68 
80860,Steel Case Storage Cabinet,General Fund,$6.01 
80861,'Anderson Hickey' Credenza,General Fund,$3.91 
80862,Fisher Metal Detector,General Fund,$29.90 
80863,Omni Chrome Laser Print 1000,General Fund,$2.52 
80865,Misc Printer Ink,General Fund,$14.26 
80866,Storage Cabinet,General Fund,$2.60 
80867,'Aladdin' Metal Cart,General Fund,$11.96 
80868,'Super Striper' Parking Lot Striper,General Fund,$5.17 
80869,'Super Striper' Parking Lot Striper,General Fund,$5.82 
80870,Shelf,General Fund,$7.82 
80874,1 Lot of Cellphone Chargers/Holders & Screen Protectors,Enterprise,$2.30 
80875,1 Lot Of "Wireless Accessories" Cellphone Cases,Enterprise,$1.61 
80876,1 Lot Of "Cube" Cellphone Car Chargers,Enterprise,$2.30 
80877,1 Lot Of "Cell Glove" Cellphone Cases,Enterprise,$1.61 
80878,Deep Fryer,Enterprise,$24.17 
80879,Pizza/Pretzel Oven,Enterprise,$11.96 
80880,Pizza/Pretzel Oven,Enterprise,$15.64 
80881,Brandt 8643 Money Counter,Enterprise,$10.81 
80882,Hot Dog Roller,Enterprise,$28.98 
80883,Gemini Coffee Maker,Enterprise,$3.80 
80884,Bunn Coffee Maker,Enterprise,$13.11 
80885,Bunn Coffee Maker,Enterprise,$14.26 
80886,AMW Coffee Maker,Enterprise,$13.11 
80887,Peavey Stereo Equipment,Enterprise,$5.18 
80888,Meiko Dish Washer,Enterprise,$96.37 
80889,Steam Well,Enterprise,$2.64 
80890,Heat Lamp,Enterprise,$13.80 
80891,Hatco Food Warmer,Enterprise,$46.45 
80892,Curtis Hot Chocolate Machine,Enterprise,$24.60 
80893,Restaurant Equipment,Enterprise,$12.19 
80894,3 Fans,General Fund,$6.21 
80895,3 Fans,General Fund,$7.82 
80896,Paragon Electric Kiln,General Fund,$40.25 
80897,Skutt Electric Kiln,General Fund,$20.24 
80898,Radios & Cables,Enterprise,$48.30 
80899,Battery Chargers,Enterprise,$88.67 
80900,Radios,Enterprise,$238.28 
80901,Radio Equipment,Enterprise,$62.22 
80902,Dell Laptop w/Bag,Enterprise,$16.71 
80903,Dell Laptop,General Fund,$11.88 
80904,Dell Laptop,General Fund,$10.39 
80905,Dell Laptop,General Fund,$10.35 
80906,Dell Laptop,General Fund,$7.36 
80907,Dell Laptop,General Fund,$8.30 
80908,Dell Laptop w/Bag,General Fund,$7.36 
80909,Men's Watch,Enterprise,$7.36 
80910,Sunglasses,Enterprise,$31.05 
80911,Dell Laptop,General Fund,$7.36 
80913,Dell Laptop,General Fund,$6.90 
80914,Sunglasses,Enterprise,$23.69 
80915,Sunglasses,Enterprise,$46.00 
80916,10K Gold Bead Chain,Enterprise,$141.45 
80917,Pocket Watch,Enterprise,$10.68 
80918,Sunglasses,Enterprise,$23.69 
80919,Sunglasses,Enterprise,$9.89 
80920,Men's Watch,Enterprise,$2.76 
80921,Sunglasses,Enterprise,$22.54 
80922,Sunglasses,Enterprise,$42.55 
80923,Sterling Silver and Black Diamond Pendant,Enterprise,$187.45 
80924,Sunglasses,Enterprise,$38.41 
80925,Hobart 512 TMS Slicer,Enterprise,$78.66 
80926,Road Master 18-Speed Bicycle,General Fund,$1.38 
80927,5 Record Players,Enterprise,$11.67 
80928,Color Point Commercial Refrigerator,Enterprise,$14.77 
80929,Color Point Commercial Refrigerator,Enterprise,$5.20 
80930,Color Point Portable Work Counter,Enterprise,$41.40 
80931,Laptop Cart,Enterprise,$11.96 
80932,Laptop Cart,Enterprise,$6.21 
80933,GE Refrigerator,Enterprise,$2.53 
80934,Kodak Micro Filmer,Enterprise,$0.23 
80935,Baldwin Upright Piano,Enterprise,$11.96 
80936,Poster Board,Enterprise,$20.93 
80937,Poster Board,Enterprise,$10.58 
80938,Poster Board,Enterprise,$21.16 
80939,Victory Freezer,Enterprise,$66.24 
80940,Beverage-Air Milk Cooler,Enterprise,$23.19 
80941,Panasonic 20" TV/VCR Combo w/Cart,Enterprise,$4.60 
80942,RCA 27" Television,Enterprise,$0.57 
80943,Wilson AV Cart,Enterprise,$5.52 
80944,Makita Tool Bag,Enterprise,$2.76 
80945,Makita Hammer Drill,Enterprise,$19.55 
80948,Makita 18v Impact Driver,Enterprise,$10.58 
80949,DeWalt Drill/Impact Driver w/Charger,Enterprise,$24.84 
80950,Round Table,Enterprise,$1.87 
80951,Round Table,Enterprise,$1.48 
80952,Round Table,Enterprise,$1.74 
80953,Round Table,Enterprise,$1.96 
80954,Metal Shelf,Enterprise,$2.99 
80955,Metal Shelf,Enterprise,$2.07 
80956,Metal Rack w/Wheels,Enterprise,$3.68 
80957,5 Cash Registers,Enterprise,$3.33 
80958,Beverage Dispenser,Enterprise,$1.50 
80959,Stool,General Fund,$0.23 
80960,Office Supplies,General Fund,$1.38 
80961,Office Supplies,General Fund,$1.31 
80962,Credenza,Enterprise,$35.65 
80963,Hon File Cabinet,General Fund,$6.21 
80964,Dell Laptop,General Fund,$19.09 
80965,Dell Laptop,General Fund,$20.24 
80966,Dell Laptop,General Fund,$26.45 
